gene_name	ensembl_gene_id
UPF3B	ENSG00000125351
UPRT	ENSG00000094841
UQCR10	ENSG00000184076
UQCR11	ENSG00000127540
UQCRB	ENSG00000156467
UQCRC1	ENSG00000010256
UQCRC2	ENSG00000140740
UQCRHL	ENSG00000233954
UQCRQ	ENSG00000164405
URGCP	ENSG00000106608
URI1	ENSG00000105176
URM1	ENSG00000167118
UROD	ENSG00000126088
UROS	ENSG00000188690
USB1	ENSG00000103005
USE1	ENSG00000053501
USF1	ENSG00000158773
USF2	ENSG00000105698
USP10	ENSG00000103194
USP14	ENSG00000101557
USP16	ENSG00000156256
USP19	ENSG00000172046
USP22	ENSG00000124422
USP25	ENSG00000155313
USP27X	ENSG00000273820
USP33	ENSG00000077254
USP38	ENSG00000170185
USP39	ENSG00000168883
USP4	ENSG00000114316
USP47	ENSG00000170242
USP5	ENSG00000111667
USP7	ENSG00000187555
USP8	ENSG00000138592
USP9X	ENSG00000124486
UTP11L	ENSG00000183520
UTP14A	ENSG00000156697
UTP14C	ENSG00000253797
UTP15	ENSG00000164338
UTP23	ENSG00000147679
UTP3	ENSG00000132467
UTP6	ENSG00000108651
UXS1	ENSG00000115652
UXT	ENSG00000126756
VAC14	ENSG00000103043
VAMP3	ENSG00000049245
VAMP5	ENSG00000168899
VAPA	ENSG00000101558
VAPB	ENSG00000124164
VARS2	ENSG00000206476
VARS2	 ENSG00000234032
VARS2	 ENSG00000230985
VARS2	 ENSG00000236178
VARS2	 ENSG00000223494
VARS2	 ENSG00000137411
VBP1	ENSG00000155959
VCP	ENSG00000165280
VDAC3	ENSG00000078668
VEZT	ENSG00000028203
VIMP	ENSG00000131871
VMA21	ENSG00000160131
VPS16	ENSG00000215305
VPS18	ENSG00000104142
VPS25	ENSG00000131475
VPS26A	ENSG00000122958
VPS26B	ENSG00000151502
VPS28	ENSG00000160948
VPS29	ENSG00000111237
VPS33A	ENSG00000139719
VPS36	ENSG00000136100
VPS37A	ENSG00000155975
VPS4A	ENSG00000132612
VPS51	ENSG00000149823
VPS52	ENSG00000236014
VPS52	 ENSG00000206286
VPS52	 ENSG00000223501
VPS52	 ENSG00000224455
VPS52	 ENSG00000225590
VPS52	 ENSG00000228425
VPS52	 ENSG00000223618
VPS53	ENSG00000141252
VPS72	ENSG00000163159
VRK2	ENSG00000028116
VRK3	ENSG00000105053
VTA1	ENSG00000009844
VTI1A	ENSG00000151532
VTI1B	ENSG00000100568
WAC	ENSG00000095787
WARS2	ENSG00000116874
WBP11	ENSG00000084463
WBP1L	ENSG00000166272
WBP2	ENSG00000132471
WBP4	ENSG00000120688
WBSCR22	ENSG00000071462
WDR1	ENSG00000071127
WDR12	ENSG00000138442
WDR13	ENSG00000101940
WDR18	ENSG00000065268
WDR20	ENSG00000140153
WDR24	ENSG00000127580
WDR25	ENSG00000176473
WDR26	ENSG00000162923
WDR3	ENSG00000065183
WDR33	ENSG00000136709
WDR36	ENSG00000134987
WDR41	ENSG00000164253
WDR43	ENSG00000163811
WDR44	ENSG00000131725
WDR45	ENSG00000196998
WDR45B	ENSG00000141580
WDR46	ENSG00000204221
WDR46	 ENSG00000226916
WDR46	 ENSG00000236222
WDR46	 ENSG00000227057
WDR46	 ENSG00000206284
WDR55	ENSG00000120314
WDR59	ENSG00000103091
WDR5B	ENSG00000196981
WDR6	ENSG00000178252
WDR61	ENSG00000140395
WDR70	ENSG00000082068
WDR73	ENSG00000177082
WDR74	ENSG00000133316
WDR75	ENSG00000115368
WDR77	ENSG00000116455
WDR81	ENSG00000276021
WDR81	 ENSG00000167716
WDR83OS	ENSG00000105583
WDR89	ENSG00000140006
WDTC1	ENSG00000142784
WIPI2	ENSG00000157954
WIZ	ENSG00000011451
WRAP53	ENSG00000141499
WRB	ENSG00000182093
WRNIP1	ENSG00000124535
WSB2	ENSG00000176871
WTAP	ENSG00000146457
WTH3DI	ENSG00000222014
WWP1	ENSG00000123124
WWP2	ENSG00000198373
XIAP	ENSG00000101966
XPA	ENSG00000136936
XPC	ENSG00000154767
XPNPEP1	ENSG00000108039
XPO1	ENSG00000082898
XPO7	ENSG00000130227
XPOT	ENSG00000184575
XRCC5	ENSG00000079246
XRCC6	ENSG00000196419
XYLT2	ENSG00000015532
YAF2	ENSG00000015153
YARS	ENSG00000134684
YARS2	ENSG00000139131
YIF1A	ENSG00000174851
YIF1B	ENSG00000167645
YIPF1	ENSG00000058799
YIPF3	ENSG00000137207
YIPF4	ENSG00000119820
YIPF5	ENSG00000145817
YIPF6	ENSG00000181704
YKT6	ENSG00000106636
YME1L1	ENSG00000136758
YPEL2	ENSG00000175155
YRDC	ENSG00000196449
YTHDC1	ENSG00000083896
YTHDC1	 ENSG00000275272
YTHDF1	ENSG00000149658
YTHDF2	ENSG00000198492
YTHDF3	ENSG00000185728
YWHAB	ENSG00000166913
YWHAE	ENSG00000108953
YWHAE	 ENSG00000274474
YY1	ENSG00000100811
YY1AP1	ENSG00000163374
ZADH2	ENSG00000180011
ZBED4	ENSG00000100426
ZBED6	ENSG00000257315
ZBTB1	ENSG00000126804
ZBTB10	ENSG00000205189
ZBTB11	ENSG00000066422
ZBTB14	ENSG00000198081
ZBTB17	ENSG00000116809
ZBTB18	ENSG00000179456
ZBTB21	ENSG00000173276
ZBTB25	ENSG00000089775
ZBTB33	ENSG00000177485
ZBTB39	ENSG00000166860
ZBTB44	ENSG00000196323
ZBTB45	ENSG00000119574
ZBTB5	ENSG00000168795
ZBTB6	ENSG00000186130
ZBTB7A	ENSG00000178951
ZBTB8OS	ENSG00000176261
ZC3H10	ENSG00000135482
ZC3H11A	ENSG00000058673
ZC3H13	ENSG00000123200
ZC3H15	ENSG00000065548
ZC3H18	ENSG00000158545
ZC3H3	ENSG00000282684
ZC3H3	 ENSG00000014164
ZC3H7A	ENSG00000122299
ZC3H7B	ENSG00000100403
ZCCHC10	ENSG00000155329
ZCCHC11	ENSG00000134744
ZCCHC3	ENSG00000247315
ZCCHC7	ENSG00000147905
ZCCHC9	ENSG00000131732
ZCRB1	ENSG00000139168
ZDHHC14	ENSG00000175048
ZDHHC16	ENSG00000171307
ZDHHC2	ENSG00000104219
ZDHHC3	ENSG00000280674
ZDHHC3	 ENSG00000163812
ZDHHC4	ENSG00000136247
ZDHHC5	ENSG00000156599
ZDHHC8	ENSG00000099904
ZFAND1	ENSG00000104231
ZFAND2B	ENSG00000158552
ZFAND3	ENSG00000156639
ZFAND5	ENSG00000107372
ZFAND6	ENSG00000086666
ZFP91	ENSG00000186660
ZFPL1	ENSG00000162300
ZFR	ENSG00000056097
ZFYVE1	ENSG00000165861
ZFYVE19	ENSG00000166140
ZFYVE27	ENSG00000155256
ZGPAT	ENSG00000197114
ZHX1	ENSG00000165156
ZHX2	ENSG00000178764
ZHX3	ENSG00000174306
ZKSCAN1	ENSG00000106261
ZMAT2	ENSG00000146007
ZMAT3	ENSG00000172667
ZMAT5	ENSG00000100319
ZMPSTE24	ENSG00000084073
ZMYM2	ENSG00000121741
ZMYND11	ENSG00000015171
ZNF121	ENSG00000197961
ZNF131	ENSG00000172262
ZNF134	ENSG00000213762
ZNF138	ENSG00000197008
ZNF142	ENSG00000115568
ZNF143	ENSG00000166478
ZNF146	ENSG00000167635
ZNF174	ENSG00000103343
ZNF181	ENSG00000197841
ZNF189	ENSG00000136870
ZNF195	ENSG00000005801
ZNF197	ENSG00000281709
ZNF197	 ENSG00000186448
ZNF207	ENSG00000010244
ZNF22	ENSG00000165512
ZNF226	ENSG00000167380
ZNF232	ENSG00000167840
ZNF24	ENSG00000172466
ZNF274	ENSG00000171606
ZNF277	ENSG00000198839
ZNF280D	ENSG00000137871
ZNF281	ENSG00000162702
ZNF3	ENSG00000166526
ZNF32	ENSG00000169740
ZNF322	ENSG00000181315
ZNF326	ENSG00000162664
ZNF330	ENSG00000109445
ZNF335	ENSG00000198026
ZNF33A	ENSG00000189180
ZNF343	ENSG00000088876
ZNF347	ENSG00000197937
ZNF37A	ENSG00000075407
ZNF384	ENSG00000126746
ZNF394	ENSG00000160908
ZNF397	ENSG00000186812
ZNF398	ENSG00000197024
ZNF408	ENSG00000175213
ZNF41	ENSG00000147124
ZNF410	ENSG00000119725
ZNF414	ENSG00000133250
ZNF419	ENSG00000105136
ZNF438	ENSG00000183621
ZNF444	ENSG00000167685
ZNF446	ENSG00000083838
ZNF48	ENSG00000180035
ZNF480	ENSG00000198464
ZNF491	ENSG00000177599
ZNF506	ENSG00000081665
ZNF507	ENSG00000168813
ZNF513	ENSG00000163795
ZNF518A	ENSG00000177853
ZNF526	ENSG00000167625
ZNF561	ENSG00000171469
ZNF574	ENSG00000105732
ZNF576	ENSG00000124444
ZNF579	ENSG00000218891
ZNF580	ENSG00000213015
ZNF592	ENSG00000166716
ZNF593	ENSG00000142684
ZNF598	ENSG00000167962
ZNF620	ENSG00000177842
ZNF622	ENSG00000173545
ZNF623	ENSG00000183309
ZNF623	 ENSG00000276340
ZNF638	ENSG00000075292
ZNF639	ENSG00000121864
ZNF641	ENSG00000167528
ZNF644	ENSG00000122482
ZNF649	ENSG00000198093
ZNF654	ENSG00000175105
ZNF655	ENSG00000197343
ZNF664	ENSG00000179195
ZNF668	ENSG00000167394
ZNF672	ENSG00000171161
ZNF687	ENSG00000143373
ZNF688	ENSG00000229809
ZNF691	ENSG00000164011
ZNF7	ENSG00000147789
ZNF706	ENSG00000120963
ZNF721	ENSG00000182903
ZNF740	ENSG00000139651
ZNF76	ENSG00000065029
ZNF764	ENSG00000169951
ZNF770	ENSG00000198146
ZNF777	ENSG00000196453
ZNF787	ENSG00000142409
ZNF805	ENSG00000204524
ZNF814	ENSG00000204514
ZNF830	ENSG00000198783
ZNF865	ENSG00000261221
ZNF91	ENSG00000167232
ZNHIT1	ENSG00000106400
ZNHIT3	ENSG00000278574
ZNHIT3	 ENSG00000273611
ZNRD1	ENSG00000224859
ZNRD1	 ENSG00000066379
ZNRD1	 ENSG00000206502
ZNRD1	 ENSG00000233795
ZNRD1	 ENSG00000236808
ZNRD1	 ENSG00000235443
ZNRD1	 ENSG00000236949
ZNRD1	 ENSG00000235176
ZRANB1	ENSG00000019995
ZRANB2	ENSG00000132485
ZSCAN21	ENSG00000166529
ZSCAN29	ENSG00000140265
ZSCAN32	ENSG00000140987
ZSWIM1	ENSG00000168612
ZSWIM7	ENSG00000214941
ZSWIM8	ENSG00000214655
ZW10	ENSG00000086827
ZXDA	ENSG00000198205
ZXDB	ENSG00000198455
ZZZ3	ENSG00000036549
